"Metric Subcategory ID","Category","Subcategory","Description","Keywords","# Protocols","Subcategory Foci","Most Recent Commenter","Count of Comments/Replies"
"14","Contaminants/Toxics/Pollutants","Concentration: Water","Water sample to determine the concentration of a toxin or pollutant in water in parts per thousand (PPT), parts per million (PPM), or parts per billion (PPB).  Examples include:  Chemicals:  organochlorides, PCB's, PBDEs, pharmaceuticals, pesticides, herbicides;  Heavy Metals:  cadmium, mercury, lead, silver, copper; and Organics:  oil.","pharmaceuticals, toxics, toxins, contaminant, red tide, bacteria, point, non-point, TMDL, total maximum daily load, pollution, poisoning, MCL, maximum contaminant level, contaminant, EPA, endocrine disrupters, drugs, E. coli","10",,"&lt;none&gt;","0 comments, 0 replies"
"173","Contaminants/Toxics/Pollutants","Arsenic","The measurement of the presence or concentration of the chemical element ""As"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","0",,"&lt;none&gt;","0 comments, 0 replies"
"174","Contaminants/Toxics/Pollutants","Cadmium","The measurement of the presence or concentration of the chemical element ""Cd"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, heavy metals, metals","0",,"&lt;none&gt;","0 comments, 0 replies"
"175","Contaminants/Toxics/Pollutants","Chromium","The measurement of the presence or concentration of the chemical element ""Cr"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","0",,"&lt;none&gt;","0 comments, 0 replies"
"176","Contaminants/Toxics/Pollutants","Cobalt","The measurement of the presence or concentration of the chemical element ""Co"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","0",,"&lt;none&gt;","0 comments, 0 replies"
"177","Contaminants/Toxics/Pollutants","Copper","The measurement of the presence or concentration of the chemical element ""Cu"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, metals","2",,"&lt;none&gt;","0 comments, 0 replies"
"178","Contaminants/Toxics/Pollutants","Creosote","The measurement of the presence or concentration of a wood preservative consisting of mainly of aromatic hydrocarbons.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, pilings, telephone poles, pesticides","0",,"&lt;none&gt;","0 comments, 0 replies"
"179","Contaminants/Toxics/Pollutants","Hydrocarbon","The measurement of the presence or concentration of any manufactured compound or mix of compounds, solids, liquids, or gas, comprised of carbon and hydrogen (e.g., coal, crude oil, and natural gas).","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, petroleum, extraction, mining, industry, transportation","1",,"&lt;none&gt;","0 comments, 0 replies"
"180","Contaminants/Toxics/Pollutants","Lead","The measurement of the presence or concentration of the chemical element ""Pb"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, metals","1",,"&lt;none&gt;","0 comments, 0 replies"
"181","Contaminants/Toxics/Pollutants","Mercury","The measurement of the presence or concentration of the chemical element ""Hg"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","0",,"&lt;none&gt;","0 comments, 0 replies"
"182","Contaminants/Toxics/Pollutants","Molybdenum","The measurement of the presence or concentration of the chemical element ""Mo"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","0",,"&lt;none&gt;","0 comments, 0 replies"
"183","Contaminants/Toxics/Pollutants","Nickel","The measurement of the presence or concentration of the chemical element ""Ni"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","0",,"&lt;none&gt;","0 comments, 0 replies"
"184","Contaminants/Toxics/Pollutants","Phenolic Compounds","The measurement of the presence or concentration of a  class of chemical compounds consisting of a hydroxyl group (-OH) bonded directly to an  aromatic hydrocarbon group.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, phenols","0",,"&lt;none&gt;","0 comments, 0 replies"
"185","Contaminants/Toxics/Pollutants","Polychlorinated Biphenyls (PCBs)","The measurement of the presence or concentration of polychlorinated biphenyls (PCBs).  PCBs are a class of organic compounds with one to ten chlorine atoms attached to biphenyl, which is a molecule composed of two benzene rings.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, endocrine disruptor, neurotoxin, PVC","0",,"&lt;none&gt;","0 comments, 0 replies"
"186","Contaminants/Toxics/Pollutants","Tin","The measurement of the presence or concentration of the chemical element ""Sn"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA, metals","0",,"&lt;none&gt;","0 comments, 0 replies"
"187","Contaminants/Toxics/Pollutants","Zinc","The measurement of the presence or concentration of the chemical element ""Zn"" as an individual molecule or part of a molecular compound.","bioaccumulation, point, non-point, TMDL, total maximum daily load, ppm, ppb, pollution, poisoning, toxins, MCL, maximum contaminant level, contaminant, EPA","2",,"&lt;none&gt;","0 comments, 0 replies"
"371","Contaminants/Toxics/Pollutants","Contaminant Index","Composite index of various contaminant metrics or indicators.","heavy metals, PCBs, PBDEs, pharmacueticals, pesticides, herbicides, organochlorides, toxins, toxic, drugs, endocrine disrupters","0",,"&lt;none&gt;","0 comments, 0 replies"
"220","Disease/Pathogens/Parasites","Incidence Rate","The frequency with which new cases of disease or illness occur in a population over a period of time. Calculated by dividing the number of new cases occurring during a given time period by the population at risk.","virus, infection, epidemiology, bacteria, bacterial, viral, whirling, IHNV, VHSV, infection, infectious, fungal, fungus, pathogens, parasites","0",,"&lt;none&gt;","0 comments, 0 replies"
"221","Disease/Pathogens/Parasites","Mean Infection Intensity","Average severity of infection in infected members of a population (excludes uninfected individuals).","disease, virus, infection, epidemiology, bacteria, bacterial, viral, whirling, IHNV, VHSV, infection, infectious, fungal, fungus, pathogens","1",,"&lt;none&gt;","0 comments, 0 replies"
"122","Disease/Pathogens/Parasites","Disease Prevalence","Proportion of the total population infected with a given pathogen.","virus, infection, rate, virulence, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, bacteria, bacterial, viral, whirling, IHNV, VHSV, infectious, fungus, fungal, epidemiology, parasites","3","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"123","Disease/Pathogens/Parasites","Abundance of Disease Infections","The number of a species or species within a particular life stage infected by a disease or virus.","virus, pathogens, count, prevalence, diseases, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, bacteria, bacterial, viral, whirling, IHNV, VHSV, infectious, fungus, fungal, epidemiology","1","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"124","Disease/Pathogens/Parasites","Pathogen/Disease Type","The type of individual disease, pathogen, or parasite observed (viral, bacterial, fungal, parasitic).","virus, name, bacteria, whirling, IHNV, VHSV, infection, infectious, fungus","2",,"&lt;none&gt;","0 comments, 0 replies"
"125","Disease/Pathogens/Parasites","Liver Disease","Collection of both levels and risk rates of liver disease.","hepatic disease, liver inflammation, liver function, netpen, NLD","0",,"&lt;none&gt;","0 comments, 0 replies"
"126","Disease/Pathogens/Parasites","Pathogen Values","The concentration of specified pathogens in a species over a given range or life stage.","disease, virus, infection, bacteria, bacterial, viral, whirling, IHNV, VHSV, infection, infectious, fungal, fungus, parasites","0",,"&lt;none&gt;","0 comments, 0 replies"
"26","Disturbance/Restoration","Distribution of Non-wood Engineered Fish Habitat Structures","Spatial extent of engineered habitat structures (excluding barriers, pools, and wood).","instream, frequency, complexity, per, kilometer, mile, boulders, dikes, pilings, piers, water, rock, barbs, riprap, rip, rap, rip-rap, revetments, bulkheads, reefs, beaver, ponds","2",,"&lt;none&gt;","0 comments, 0 replies"
"28","Disturbance/Restoration","Disturbance Presence","The presence and proximity of various types of human land-use activities, or natural disturbances.","rangeland, farmland, farms, livestock, cattle, grazing, ranches, agriculture, irrigation, mining, mines, tailings, forestry, deforestation, clearcuts, urbanization, pavement, sewage, drains, bridges, impervious surfaces, fragmentation, contamination, walls, dams, dikes, riprap, buildings, pavement, roads, railroads, pipes, piers, docks, trash, parks, lawns, outfalls, bank, collapse, siltation, sedimentation, slumping, rockfalls, logjams, development, houses, buildings, landslides, alien, non-native, non-indigenous, exotic, introduced, nonnative, invasives, fires, wildfires, winds, flooding, insect outbreaks, ice, afforestation, reestablishment, rehabilitation, culverts, pilings","13","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"407","Disturbance/Restoration","Restoration Action","The presence and proximity of various types of human land-use activities, or natural events that restore the environment to properly functioning ecological conditions.","rangeland, farmland, farms, livestock, cattle, grazing, ranches, agriculture, irrigation, mining, mines, tailings, forestry, deforestation, clearcuts, urbanization, pavement, sewage, drains, bridges, impervious surfaces, fragmentation, contamination, walls, dams, dikes, riprap, buildings, pavement, roads, railroads, pipes, piers, docks, trash, parks, lawns, outfalls, bank, collapse, siltation, sedimentation, slumping, rockfalls, logjams, development, houses, buildings, landslides, alien, non-native, non-indigenous, exotic, introduced, nonnative, invasives, fires, wildfires, winds, flooding, insect outbreaks, ice, afforestation, reestablishment, rehabilitation, culverts, pilings","47",,"&lt;none&gt;","0 comments, 0 replies"
"457","Disturbance/Restoration","Area of Disturbance or Restoration","The area of various types of human land-use activities, or natural disturbances or restoration actions.","scale, acres, rangeland, farmland, farms, livestock, cattle, grazing, ranches, agriculture, irrigation, mining, mines, tailings, forestry, deforestation, clearcuts, urbanization, pavement, sewage, drains, bridges, impervious surfaces, fragmentation, contamination, walls, dams, dikes, riprap, buildings, pavement, roads, railroads, pipes, piers, docks, trash, parks, lawns, outfalls, bank, collapse, siltation, sedimentation, slumping, rockfalls, logjams, development, houses, buildings, landslides, alien, non-native, non-indigenous, exotic, introduced, nonnative, invasives, fires, wildfires, winds, flooding, insect outbreaks, ice, afforestation, reestablishment, rehabilitation, culverts, pilings","13",,"&lt;none&gt;","0 comments, 0 replies"
"458","Disturbance/Restoration","Length or Width of Disturbance or Restoration","The length or width of various types of human land-use activities, or natural disturbances or restoration actions.","rangeland, farmland, farms, livestock, cattle, grazing, ranches, agriculture, irrigation, mining, mines, tailings, forestry, deforestation, clearcuts, urbanization, pavement, sewage, drains, bridges, impervious surfaces, fragmentation, contamination, walls, dams, dikes, riprap, buildings, pavement, roads, railroads, pipes, piers, docks, trash, parks, lawns, outfalls, bank, collapse, siltation, sedimentation, slumping, rockfalls, logjams, development, houses, buildings, landslides, alien, non-native, non-indigenous, exotic, introduced, nonnative, invasives, fires, wildfires, winds, flooding, insect outbreaks, ice, afforestation, reestablishment, rehabilitation, culverts, pilings","5",,"&lt;none&gt;","0 comments, 0 replies"
"459","Disturbance/Restoration","Abundance of Disturbance or Restoration ","The number of various types of human land-use activities, or natural disturbances or restoration actions.","count, rangeland, farmland, farms, livestock, cattle, grazing, ranches, agriculture, irrigation, mining, mines, tailings, forestry, deforestation, clearcuts, urbanization, pavement, sewage, drains, bridges, impervious surfaces, fragmentation, contamination, walls, dams, dikes, riprap, buildings, pavement, roads, railroads, pipes, piers, docks, trash, parks, lawns, outfalls, bank, collapse, siltation, sedimentation, slumping, rockfalls, logjams, development, houses, buildings, landslides, alien, non-native, non-indigenous, exotic, introduced, nonnative, invasives, fires, wildfires, winds, flooding, insect outbreaks, ice, afforestation, reestablishment, rehabilitation, culverts, pilings","18",,"&lt;none&gt;","0 comments, 0 replies"
"510","Equipment ","Make",,,"2",,"&lt;none&gt;","0 comments, 0 replies"
"511","Equipment ","Model",,,"2",,"&lt;none&gt;","0 comments, 0 replies"
"512","Equipment ","Identification ",,,"32",,"&lt;none&gt;","0 comments, 0 replies"
"513","Fish","Telemetry",,,"0",,"&lt;none&gt;","0 comments, 0 replies"
"514","Fish","Behavior/Activity",,,"1",,"&lt;none&gt;","0 comments, 0 replies"
"515","Fish","Ploidy Level","The number of chromosome sets in somatic cells of the diplophase (2n) or gametophytic cells of the haplophase (1n).",,"0",,"&lt;none&gt;","0 comments, 0 replies"
"507","Fish","Spawning/Nesting","Measurements of numbers of nests per fish, or of fish spawning events.","redds, mating, gravels, hatchery, wild, broodstock, stock, carcasses, spawners, returners, breeders, reproduction","197","Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"436","Fish","Tissue Sample: Fish","The collection of a tissue or cells from fish species for analysis.","hatchery, wild, origin, genetics, DNA, age, aging, blood, bone, muscle, digestive, skin, molecular, otoliths, scales","60",,"&lt;none&gt;","0 comments, 0 replies"
"417","Fish","Species Type: Fish","The type of individual fish species observed, where species may range from species to a specific race.","subspecies, monotypic, hybrids, identification, stock, ESU","43",,"&lt;none&gt;","0 comments, 0 replies"
"381","Fish","Mark/Tag Recovery or Detection","The act of recovering or detecting a mark or tag on a fish species. ","PIT, radio, mark-recapture, tracking, telemetry, scanning, sonic, acoustic, spaghetti, jaw, elastomer, freeze, brand, VIE, dye, marking, dorsal, ventral, adipose, pectoral, caudal, cheek, punch, floy, CWT, coded wire, fin, clip, detection","232",,"&lt;none&gt;","0 comments, 0 replies"
"362","Fish","Abundance of Invasive Fish Species","The number (count) of individual fish by species within a particular life stage that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","population size, distribution, estimate, sampling, surveys, tagging, electrofishing, snorkeling, netting, trapping, trawling, PIT, telemetry, acoustic, video, sonar, mark-recapture, angling, toxicants, eggs, fry, juveniles, adults, migrants, alien, non-indigenous, exotic, non-native, introduced, nonnative","16","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"46","Fish","Abundance of Fish","The number (count) of individual fish by species or by species within a particular life stage.","return, run, prediction, escapement, effective, population size, distribution, estimate, sampling, surveys, tagging, electrofishing, snorkeling, netting, trapping, trawling, PIT, telemetry, acoustic, video, sonar, mark-recapture, angling, toxicants, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, spawners, hatchery, wild","980","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"47","Fish","Abundance of Fish Predators","The number (count) of individual fish by within a particular life stage that are present within a specified area that predate upon other fish. ","pikeminnow, predation, population size, distribution, estimate, sampling, surveys, tagging, electrofishing, snorkeling, netting, trapping, trawling, PIT, telemetry, acoustic, video, sonar, mark-recapture, angling, toxicants, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, spawners","45","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"48","Fish","Age:  Fish","The length of time that a fish species in a particular life stage has existed; duration of life, usually represented in years.","absolute, total, salt, otoliths, scales, mark-recapture, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","237","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"49","Fish","Age Structure:  Fish","Age composition of the fish species used to represent a proportion for a specific life stage. May be expressed by life stage or include the time spent at a life stage.","cohort, generation, salt, years, absolute, otoliths, scales, mark-recapture, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","255","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"51","Fish","Carrying Capacity: Fish","The population size of the fish species that the environment can sustain in the long term, given the food, habitat, water, and other necessities available in the environment.","K, number, abundance, count, intrinsic potential, equilibrium","55",,"&lt;none&gt;","0 comments, 0 replies"
"52","Fish","Harvest Abundance","The number of individual species captured and retained or released through fishing activities.
","count, yield, creel, exploitation, catch, sport, survey, CPUE, angling, relative abundance, netting, trapping, tagging","83","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"54","Fish","Catch Per Unit Effort","The number of individual fish species captured through sport activities, over unit time.","harvest time, man hours, returns, adults, sub-yearlings, rate, exploitation rate, CPUE, c/f, fishing pressure, creel survey, length, weight, relative abundance, netting, tagging, trapping, eggs, alevins, fry, parr, juveniles, yearlings, smolts","91","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"55","Fish","Competition: Fish Species","Relationship between members of the same or different species in which individuals are adversely affected by those having the same living requirements, such as food or space.","diversity, Number, abundance, survival, growth, productivity, production, diet, intraspecific, interspecific, intraspecies, resources, habitatinterspecies","21",,"&lt;none&gt;","0 comments, 0 replies"
"56","Fish","Composition: Fish Species Assemblage","Fish species density or diversity.","type, amount, total, biodiversity, assemblage, structure, area, invasive, non-indigenous, richness, count, number, occurrence, hybrid, subspecies, communities, identification, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, hatchery, wild","81","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"57","Fish","Condition of Life Stage:  Fish","The condition (or well-being) of a fish species at a particular life stage; may be based upon an index of multiple metrics, from size, length, stress, or other variables.","health, Fulton, length-weight relationship, factor, mass, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","180","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"58","Fish","Days of Acclimation","The number of days a species is held in captivity to acclimate for release into a new environment.","time, duration, pond, rearing, acclimation, pond, raceway, hatchery practices, temperature, acclimatization, physiological, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, wild","31","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"59","Fish","Density of Fish Species","The abundance of a single fish species type in a specified unit of area.","concentration, distribution, number, count, surveys, estimates, sampling, population size, tagging, electrofishing, snorkeling, netting, trapping, trawling, PIT, telemetry, acoustic, video, sonar, mark-recapture, angling, toxicants, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, spawners
","97","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"60","Fish","Descaling","The percentage of scales lost by a fish under specific conditions.","removed, health, condition, abrasion, turbine, passage, add injury, discharge, dams, mortality, fry, parr, juveniles, yearling, smolts, adults","7","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"61","Fish","Disease/Parasite Concentration: Fish","The percentage of a fish species or particular life stage infected by a parasite, disease, or virus.","pathogen, infection, rate, virulence, count, number, viral, bacterial, protozoan, furunculosis, vibriosis, columnaris, sea lice, Myxobolus cerebralis, whirling disease, Infectious Hematopoietic Necrosis Virus, IHNV,  Bacterial Kidney Disease, BKD, Ceratomyxa shasta, Ceratomyxosis, Viral Hemorrhagic Septicemia, VHS, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","38","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"62","Fish","Distribution of Fish Species","Spatial arrangement of a species or life stage within a population’s range by habitat. Distribution also captures the geographic range of individuals within a specified area, e.g., watershed or basin.","spatial, spawners, returns, outmigrants, smolts, adults, juveniles, redds, clumped, random, even, nests, GIS, indigenous, introduced, returners, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, hatchery, wild","249","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"64","Fish","Diversity of Fish: Change","Change in life history or genetic diversity of individual fish species by changes in abundance of specific species.","phenotypic, biodiversity, hatchery, wild, broodstock, subspecies, stocks, ESU, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","23","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"65","Fish","Effective Population Size","The number of breeding individuals in a population.","Ne, population viability analysis, breeders, demography, genetic drift, population model","39",,"&lt;none&gt;","0 comments, 0 replies"
"66","Fish","ELISA Values: Fish","Enzyme-Linked-Immunosorbent Serologic Assay:  An assay that relies on an enzymatic conversion reaction and is used to detect the presence of specific substances (such as enzymes, viruses, antibodies, or bacteria).","BKD, incidence, enzyme, immunosorbent","15",,"&lt;none&gt;","0 comments, 0 replies"
"67","Fish","Exclusion:  Fish","The fish species excluded.  (The act of excluding, or of shutting out, whether by thrusting out or by preventing admission; a debarring, rejection, prohibition.)","prevention, exclosure, migration, barriers, dams, movement, migrants, spawners, netting, trapping, anadromous, potadromous","2",,"&lt;none&gt;","0 comments, 0 replies"
"68","Fish","Fecundity:  Fish","Fecundity is the number of eggs produced by a mature adult female.","productivity, age, size, offspring, spawners, breeders, broodstock, reproduction, demography, count, population viability analysis, PVA, jenny, remove size, fertility, returners","53",,"&lt;none&gt;","0 comments, 0 replies"
"69","Fish","Food Web Interaction: Fish","Fish species' diet and prey species composition and abundance as an indicator of trophic and food web relationships.","competition, intraspecific, interspecific, capture, predation, stomach contents, fecal samples, stable isotopes, gut analysis","26",,"&lt;none&gt;","0 comments, 0 replies"
"70","Fish","Foraging Success: Fish","Index of food consumption habits of fish species.","predation, prey, composition, competition, capture, success, stomach contents, diet, fecal sample, stable isotopes, gut analysis","2",,"&lt;none&gt;","0 comments, 0 replies"
"71","Fish","Fraction: Fish Species","The percentage or fraction of a specified metric by life stage or species variation.","hatchery, fraction, natural, origin, fraction, PHOS, PNOS, spawning ratios, wild, biometric","16",,"&lt;none&gt;","0 comments, 0 replies"
"72","Fish","Genetics: Fish Diversity, Fitness or Variation","Genetic characterization (via DNA microsatellites) describes lineage and within- and between-population genetic variability.","genotyping, GSI, genetics, hybrids, biodiversity, alleles, PCR, loci, sequencing, intraspecific, interspecific, hatchery, wild, broodstock, subspecies, stocks, ESU, genetic drift","212","Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"73","Fish","Growth Rate:  Fish","The length or amount of weight gained or lost on a fish individual or species life stage per unit time.","mass, change, bioenergetics, bio-energetics, metabolism, daily, average, metabolic, biomass, condition, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, change to daily average, biometrics, scale, measuring board, rulers, total length, fork length, standard length, post-orbital length","144","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"75","Fish","Length:  Fish Species","The length of a fish species at a specified life stage.","Fork, standard, total, post-orbital, hypural, (POH), rulers, measuring boards, biometrics, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, spawners, migrants, carcasses, measurement","409","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"76","Fish","Mark Retention","The number of fish marked at the beginning of a study compared to the number of fish marked at the end of the study. 
","survival, tag, loss, rate, pre-release, PIT, sonic, acoustic, spaghetti, jaw, elastomer, freeze, brand, VIE, radio, dye, marking, fin, clip, dorsal, ventral, adipose, pectoral, caudal, cheek, punch, marking, mark-recapture, retention, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, hatchery, wild, floy, CWT, coded wire","78","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"77","Fish","Migration Pathways: Fish","Characterizes the area or length of corridors by habitat type, where fish species life stages predominately are found migrating from place of origin.","corridor, movement, passage, barriers, dams, culverts, weirs, screw traps, migrants, spawners, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, radio, telemetry, PIT, transmitter, fences, traps, anadromous, potadromous","95","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"78","Fish","Mortality: Fish","A measure of the number of individuals in a population that die over the lifespan of those individuals.
","pre-spawn, spawn, catch, release, death, hooking, delayed, post, hydrosystem, outmigrants, migrants, spawners, population viability analysis, PVA, demography, death, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, disease, predation","58","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"79","Fish","Mortality Rate","Proportion of total species group entering an area that are dead when they leave.","differential, conversion, D-value, death rate, smolts, parr, spawners, returns, outmigrants, alevin, adults, juveniles, migrants, spawners, population viability analysis, PVA, demography, death, eggs, fry, juveniles, yearling","34","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"80","Fish","Precociousness","Characterized by or characteristic of exceptionally early development or maturity.","early return, jacks, janes, mini, reproduction, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, spawners, breeders, returners, hatchery, wild","29","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"81","Fish","Predation Rate: Fish","The amount of predation on a fish species as a whole or on a particular life stage.","mortality, capture, success, prey, predators, number, count, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, recruitment","54","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"82","Fish","Presence/Absence: Fish","Identification of species presence or absence in an area of observation.","present, absent, occurrence, barrier, distribution, estimate, sampling, surveys, tagging, electrofishing, snorkeling, netting, trapping, trawling, acoustic, video, sonar, mark-recapture, angling, toxicants, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","87","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"83","Fish","Prey Availability for Fish Species","Type and energy content of prey items.","food, Kcal, calories, diet, biomass, mass, bioenergetics, stomach contents, fecal samples, stable isotopes, gut analysis","5",,"&lt;none&gt;","0 comments, 0 replies"
"84","Fish","Prey Indices: Fish","Rating of abundance of prey species.","food, diet, stomach contents, stable isotopes, fecal samples, gut analysis","13",,"&lt;none&gt;","0 comments, 0 replies"
"85","Fish","Productivity:  Intra-Life Stage","The productivity of a species within a given life stage. ","freshwater productivity, production, survival, recruits, spawner, production, fecundity, reproduction, demography, count, survivorship, generation, mortality, predation, population viability analysis, hatchery, wild, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, redds, nests, breeders, returners","21","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"86","Fish","Progeny-per-Parent Ratio (P:P) (Productivity)","The ratio of a species' output over input for a specified life stage and habitat range.","fecundity, freshwater production, range, juvenile, adult, offspring, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","126","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"87","Fish","Hatchery Practices: Propagation","The process of bearing offspring; reproduction or identification of parental origin.","pairs, origin, cross, hybridization, parental, breeding, pedigree, domestication, broodstock, wild, natural, artificial","46","Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"88","Fish","Relative Reproductive Success (RRS)","The number of progeny born, or surviving progeny produced by a species relative to another population or subset representative of the reference or natural conditions.","Relative, Reproductive, Success, RRS, Survival, hatchery, wild, native, productivity, production, recruits, redds, breeders, returners","71","Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"89","Fish","Reproductive Success (Nb/N)","The number of progeny born, or surviving progeny produced by a species.","productivity, survival, hatchery, wild, native, production, recruits, redds, breeders, returners","31","Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"91","Fish","Residualism Rates","Rate or percentage of a population that remain resident and do not migrate to saltwater.","naturalization, steelhead, residual, reservoir, outmigrants, weir, PIT, telemetry, mark-recapture, screw trap, kokanee, resident, migratory, migrants","9",,"&lt;none&gt;","0 comments, 0 replies"
"92","Fish","Sex Ratio: Fish","The ratio of males to females within the species aggregate.","percentage, gender, demography, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, jacks, jennys, returners, breeders, migrants, spawners, hatchery, wild","121","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"93","Fish","Sex Type: Fish","The gender (male or female).","hermaphrodite, demography, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","66","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"95","Fish","Stock Identity","The composition of a fish population (genetic analyses to determine fish distinct population segments/ evolutionarily significant unit or lower classification level, major population group or population).","name, ESU, MPG, major group, strata, biogeographical, segment, origin, DPS","67","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
